招聘标题,公司名称,工作地点,薪资,链接,工作内容
出纳,广州佛朗斯股份有限公司,北京-通州区,3-4.5千/月,http://jobs.51job.com/beijing-tzq/92159534.html?s=01&t=0,岗位职责：1、审批财务收支，审阅财务专题报告和会计报表，对重大的财务收支计划、经济合同进行会签；2、编制预算和执行预算，参与拟订资金筹措和使用方案，确保资金的有效使用；3、审查公司对外提供的会计资料；4、负责审核公司本部和各下属单位上报的会计报表和集团公司会计报表，编制财务综合分析报告和专题分析报告，为公司领导决策提供可靠的依据；5、制订公司内部财务、会计制度和工作程序，经批准后组织实施并监督执行；6、组织编制与实现公司的财务收支计划、信贷计划与成本费用计划。任职要求：1、会计相关专业，中专以上学历；2、1年及以上工作经验者优先考虑；优秀应届生也可；3、认真细致，吃苦耐劳，有良好的职业操守；4、语言沟通能力强，接受能力强，能独立思考，善于总结工作；5、熟练应用财务及Office办公软件，对金蝶、用友等财务系统有实际操作者优先；6、有会计从业资格证书优先考虑。福利：包食宿、购买保险、节假日福利等。（请注意，上班地址是北京通州区宋庄镇）
总经理助理兼行政经理,长沙市驰锋科技发展有限公司,长沙-芙蓉区,3.5-8千/月,http://jobs.51job.com/changsha-frq/98247457.html?s=01&t=0
保育老师,天津市侨友天使教育信息咨询有限公司,天津-河东区,2-3千/月,http://jobs.51job.com/tianjin-hdq/99560833.html?s=01&t=0,[岗位职责]1、负责班内及卫生区的卫生、消毒； 2、协助幼儿园教师做好班内的后勤服务工作； 3、配合教师照顾幼儿饮食起居； [任职资格] 1、身体健康，具有耐心、爱心，亲和力强； 2、具有2年以上保育教师/保育员经验优先考虑； 3、熟悉儿童生活习性，了解儿童心理； 4、普通话标准； 5、热爱教育事业，工作积极主动、责任心强。 [工作时间] 1、周一至周五上午7:20-17:00. 2、休息六日和法定节假日。[联系方式】韩老师 13920390213咨询时间： 周一至周五 9:00-17:00办公地点有三个地点，可以就近分配
上汽大众工业旅游讲解员,上海顺联旅行社有限公司,上海-嘉定区,4-6千/月,http://jobs.51job.com/shanghai-jdq/99042790.html?s=01&t=0,1、负责接待来访客人或领导，介绍企业文化及工厂生产工艺；      2、负责内部重大会务服务工作；      3、及时完成领导安排的工作任务任职要求：1、男女不限，年龄22-35之间，形象气质佳，持驾驶证C照。2、普通话标准，英语口语流利者优先考虑。3、为人热情、随和，有较强的服务意识和服务精神。 
阿里巴巴国际站运营,上海骏乔包装材料有限公司,上海-嘉定区,0.8-1万/月,http://jobs.51job.com/shanghai-jdq/98919272.html?s=01&t=0,"岗位职责：1、负责阿里巴巴网站的日常运营，制定网站运营策略、方案和推广计划并组织执行；2、负责每日营销数据、交易数据、商品管理的把控；3、对竞争对手的品牌、价位进行研究，提出应对措施，做出可行性分析报告；4、通过网站运营提升网站的爆光度和价值，提高客户的网站体验满意度，并最终促成产品交易量的提升；5、根据市场发展需求及时调整营销推广策略，实现公司既定目标任职资格：1、大专以上学历，有商品运营经历并熟悉消费者心理；2、熟悉网络营销模式,能够有创造性地开展电子商务活动,构建企业电子商务平台；3、 有天猫、亚马逊、亿贝平台经验者优先；4、有较强的学习能力，在工作中做到主动推动和踏实执行，具备良好的团队合作精神；公司福利：1、公司提供有竞争利的薪酬；2、员工生日关怀；3、提供培训，为员工的职业生涯发展提供更广阔的平台。4、带薪假期、节假日福利；5、不定期员工聚餐、K歌等娱乐活动；骏乔包装欢迎您的加入!人性化的管理、广阔的发展空间、优雅的办公环境、热情的小伙伴，骏乔包装欢迎您的加入！公司地址：上海市嘉定区平城路1055号创新创业大厦7楼（公司毗邻轨道交通11号线嘉定北站，交通十分便利）"
Java编程实习生（有人带）,北京智递科技有限公司武汉分公司,武汉-洪山区,6-8千/月,http://jobs.51job.com/wuhan-hsq/92969138.html?s=01&t=0,"1、中专及大专以上学历，年龄18-30周岁的，专业不限； 2、有计算机语言者优先，如：C语言、C++、Java、.Net等； 3、对计算机感兴趣，有志于长期从事IT行业； 4、此职位会有三个月到四个月左右的岗前Java深层技术及企业项目的带薪实训 5、学习能力强，有较强的沟通能力，有较强的问题理解能力和逻辑分析能力； 6、有良好的团队合作精神。（应届毕业生亦可！） 7、入职方向： Java软件开发工程师、Android 软件开发工程师、web开发、游戏开发工程师、软件测试工程师职业晋升空间：一是成为管理人员，如产品研发经理、技术经理、项目经理等；术工作，成为高级软件工程师，需求分析师等。						"
急招电话客服专员,深圳市融泰商务服务有限公司,东莞-南城区,6-8千/月,http://jobs.51job.com/dongguan-ncq/89594820.html?s=01&t=0,1、协助银行及其他金融机构处理逾期贷款业务；2、主要工作是通过电话、信息等方式与相关客户进行沟通协商，引导客户及时还款；3、负责案件的整理、挖掘和记录；4、一经录用，福利待遇从优，并有良好的晋升机会。（此工作岗位无需外出轻松易学）任职资格：1、初中以上学历，18-30岁；能力较强者可适当放宽条件；2、普通话流利，具有较强的语言表达及沟通能力，思维敏捷，有较强的综合分析能力；3、熟悉电脑操作；4、工作认真负责，敬业爱岗，具有良好的团队协作精神，积极乐观，能承受较大的工作压力5、有无工作经验均可，可接受应届毕业生，新手入门，老员工一对一、手把手言传身教，复制成功技巧；6、新人岗前带薪培训；工作时间：1、六天八小时工作制，享受国家法定节假日，提供社保及其他福利；2、试用期有无责任底薪+新人补贴，转正后绩效工资++业绩奖金+年终奖金，公司月平均工资在5000元-8000元左右，能力突出者月薪过万；岗位晋升：初级催收员-中级催收员-高级催收员-催收组长-催收主管联系人：陶小姐联系电话：18302010416微信：*****工作地址：南城区鸿福路口中环100（中环财富广场）15楼1513号【公司直招不收任何费用！！！】
弱电项目工程师,西图自动控制（上海）有限公司,上海-浦东新区,5.5-7.5千/月,http://jobs.51job.com/shanghai-pdxq/99560830.html?s=01&t=0,岗位职责: 1、负责停车场系统的现场勘察、安装调试、系统验收以及对客户操作人员进行相关培训，使客户能够正确地使用系统； 2、维护停车场系统的正常运行，根据公司月度维修保养计划，按时上门进行设备维护保养； 3、对设备保养记录进行总结及分析，发现问题，及时上报并解决； 4、及时处理客户的电话报修，根据实际情况进行故障诊断，提供解决方案并加以排除，填写维修日志； 5、负责维修备件的申领、更换工作，并做好相关记录； 6、积极与客户进行沟通，反馈客户意见； 7、完成领导分配的其他工作。 任职资格: 1、教育背景：机电、自动化或计算机技术相关专业，大专及以上学历； 2、工作经验：两年及以上相关工作经验，有弱电行业工作经验者优先考虑，有停车场行业经验者更佳； 3、素质要求：具有团队合作精神，沟通能力强，较强的独立判断和处理能力，动手能力强，吃苦耐劳。
暖通工程师,鑫苑.成都悦玛特,成都,4.5-6千/月,http://jobs.51job.com/chengdu/99559181.html?s=01&t=0,岗位职责： 1、协助工程经理做好工程项目的前期运作和做好工程装修的准备工作； 2、参与图纸会审、设计交底工作，跟踪处理图纸会审中提出的问题； 3、负责审查暖通工程相关各单位提出的暖通工程变更要求； 4、根据工程质量监督计划和相关规范标准对电气施工质量进行监督和控制，对承包单位与监理单位的工作质量提出调整意见； 5、根据《项目规划》和工程施工计划对暖通工程的进度进行监督、检查，并根据情况提出调整意见； 6、在工程施工中提出和了解暧通工程项目施工过程中出现的问题，进行研究讨论，提出解决办法； 7、负责与设计、监理、承包商等单位的信息与资料传递和各单位的协调工作； 8、负责对暧通工程施工材料、工程机械及施工队伍的质量进行检查； 9、对暧通工程中出现的不合格事项进行检查，并提出处理意见； 10、负责暧通工程的竣工验收；负责商户二次装修的技术审核、装修监管和验收工作； 11、负责商场改造的报批报建、现场施工质量、进度、安全管理，造价控制、验收等工作； 12、做好物业管理各外包项目合同执行过程的监管工作； 13、完成部门交办的其他工作。 任职资格： 1、专科及以上学历，相关专业毕业， 持相关执业资格证书； 2、具有2年以上的同岗位工作经验； 3、较好的沟通表达、协调能力。 
产品开发工程师,展辰新材料集团股份有限公司,深圳-光明新区,1-1.5万/月,http://jobs.51job.com/shenzhen-gmxq/99560615.html?s=01&t=0,岗位职责1、负责建筑涂料产品（质感/干粉）的需求分析、发展路标、需求撰写规划、实施及产品的持续优化改进2、能敏锐把握用户需求，提出产品设想和方案，撰写文档3、参与项目计划，能与技术开发及测试团队进行良好的沟通协作，管理和把控项目进度，保证项目按时顺利上线4、参与竞争分析，跟踪各渠道用户反馈，根据数据、业务及需求的变化，调整产品方案及设计5、参与产品解决方案的制定和高端技术交流任职资格1、全日制本科或以上学历。2、3年以上涂料产品研发或产品规划等相关工作经验3、具备良好的书面表达能力、逻辑思维能力4、熟练操作OFFICE软件5、良好的英语听说读写能力6、质感类、干粉类各一名就职地点：深圳
